gid_B73	n_mu	mid	sids	fam	fam_size	fam_idx	gid_W22	map_type	impact	eff	TF45	n.tgt	m.drc	tf.type	eQTL	B_Embryo	B_Endosperm	B_Internode	B_Leaf10	B_Root	B_Shoot	P_Embryo	P_Endosperm	P_Internode	P_Leaf10	P_Root	P_Shoot	W_Embryo	W_Endosperm	W_Internode	W_Leaf10	W_Root	W_Shoot	max_W22_exp
Zm00001d041491	2	mu1043460|mu1076858	UFMu-04904|UFMu-08926	NF-YA	13	13	Zm00004b017306	One-to-One	no_change	NA	FALSE	30	0.8	acti		13.8	11.4	20.2	18.4	15.5	15.7	34.2	40.7	55.9	31.3	29.3	18.9	31.3	16.2	51.0	32.1	24.2	16.2	51.0
Zm00001d041497	2	mu1017602|mu1076861	UFMu-00841|UFMu-09287	ARF	36	28	Zm00004b017310	One-to-One	moderate	missense_variant	FALSE	2	1	acti		52.6	22.8	51.0	25.8	52.3	50.3	82.7	20.6	65.6	22.7	55.5	58.1	43.7	12.8	64.3	37.6	50.8	42.3	64.3
Zm00001d041536	4	mu1008157|mu1014300|mu1024416|mu1043457	UFMu-00502,UFMu-07217|UFMu-02114|UFMu-02335|UFMu-05113	GRAS	81	53	Zm00004b017339	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		8.1	4.2	8.0	8.7	7.7	6.0	9.1	4.5	6.2	8.1	7.4	7.5	7.3	6.0	4.5	5.9	5.0	4.2	7.3
Zm00001d041740	1	mu1050534	UFMu-06119	WRKY	121	89	Zm00004b017489	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		2.5	0.3	18.1	8.3	18.2	5.2	3.1	0.8	14.5	7.6	20.6	7.3	2.0	0.1	12.2	7.5	17.5	5.3	7.5
Zm00001d041780	4	mu1018735|mu1052599|mu1056071|mu1065420	UFMu-00767|UFMu-06758|UFMu-07240|UFMu-00767	ZF-HD	21	15	Zm00004b017524	One-to-One	no_change	NA	FALSE	1	1	acti		6.1	0.0	0.0	18.7	0.8	14.6	5.4	0.1	0.0	7.5	0.7	9.9	8.7	0.0	0.1	7.9	0.6	11.7	8.7
Zm00001d041883	6	mu1014327|mu1047597|mu1047598|mu1070232|mu1080971|mu1080972	UFMu-02018|UFMu-06523|UFMu-06266|UFMu-02656|UFMu-09551|UFMu-09420	GATA	36	29	Zm00004b017607	One-to-One	moderate	missense_variant	FALSE	1	1	acti		8.1	4.0	5.6	6.4	5.2	9.9	9.4	9.2	6.7	6.4	7.6	10.7	7.5	15.0	4.6	5.5	4.9	9.0	9.0
Zm00001d041920	2	mu1030992|mu1030992	UFMu-03038|UFMu-10440,UFMu-12279	bZIP	128	96	Zm00004b017627	One-to-One	no_change	NA	FALSE	0	NA	NA		27.7	6.0	18.7	9.0	19.7	23.6	28.3	6.3	41.5	10.6	15.8	18.7	45.3	10.0	43.1	14.8	20.3	23.3	45.3
Zm00001d041926	6	mu1018722|mu1018722|mu1040984|mu1047600|mu1052608|mu1076886	UFMu-01147,UFMu-04697|UFMu-05782,UFMu-06572,UFMu-09453,UFMu-11121|UFMu-04617|UFMu-06432|UFMu-06651|UFMu-09194	bHLH	190	149	Zm00004b017632	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		39.4	14.9	40.3	10.2	29.3	28.9	40.0	7.5	23.9	11.4	26.9	31.4	29.5	9.1	26.2	14.6	32.8	29.6	9.1
Zm00001d042127	1	mu1076906	UFMu-09036	GRAS	81	55	Zm00004b017805	One-to-One	low	synonymous_variant	FALSE	21	1	acti		10.6	0.5	10.8	4.6	4.9	5.5	15.8	0.2	3.9	6.1	6.5	6.8	17.9	0.8	7.2	7.2	5.2	4.8	7.2
Zm00001d042196	1	mu1083280	UFMu-09994	NF-YB	19	13	Zm00004b017873	One-to-One	moderate	disruptive_inframe_deletion	FALSE	12	0.3333333333333333	mix		0.1	0.0	0.0	1.4	0.9	0.0	0.0	0.0	0.0	0.1	0.6	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1
Zm00001d042212	5	mu1038154|mu1044918|mu1044918|mu1047621|mu1094626	UFMu-03716|UFMu-05794|UFMu-10697|UFMu-06408|UFMu-12996	HB-other	21	17	Zm00004b017891	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		31.6	61.5	86.7	44.4	46.1	36.4	38.0	55.1	35.0	27.6	45.8	34.7	30.3	54.8	59.2	46.7	44.9	28.2	59.2
Zm00001d042263	1	mu1030016	UFMu-02835	bHLH	190	151	Zm00004b017935	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		10.4	126.7	1.3	14.4	0.8	7.6	22.9	298.5	0.7	7.5	0.9	12.0	19.9	168.6	0.9	16.5	3.0	9.5	9.5
Zm00001d042267	2	mu1016304|mu1084727	UFMu-01449,UFMu-03476,UFMu-06458|UFMu-10380	ARF	36	29	Zm00004b017941	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		111.0	108.2	360.6	54.0	85.1	86.3	144.0	122.9	145.2	55.0	74.1	76.0	168.6	147.4	208.1	51.8	95.4	74.6	95.4
Zm00001d042287	1	mu1090525	UFMu-11313	MYB	163	129	Zm00004b017959	One-to-One	no_change	NA	FALSE	0	NA	NA		115.5	80.6	102.8	64.5	96.0	70.0	118.0	65.8	100.7	61.6	95.3	79.2	97.2	54.8	82.6	76.6	96.6	59.2	97.2
Zm00001d042288	1	mu1032343	UFMu-02473	NAC	126	93	Zm00004b017960	One-to-One	moderate	missense_variant	FALSE	2	1	acti		22.6	123.3	2.4	20.4	13.3	29.3	11.1	55.3	4.7	22.0	7.0	23.0	20.6	87.5	6.2	33.2	17.8	39.0	87.5
Zm00001d042305	3	mu1043423|mu1043424|mu1083292	UFMu-05287|UFMu-04869|UFMu-10407	TCP	42	32	Zm00004b017972	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		3.3	1.6	10.5	3.0	7.1	4.7	4.4	2.3	9.7	3.0	11.2	5.7	5.4	3.3	12.0	3.4	8.7	3.3	8.7
Zm00001d042315	1	mu1014353	UFMu-01868	M-type_MADS	31	23	Zm00004b017983	One-to-One	no_change	NA	FALSE	0	NA	NA		1.9	1.7	4.7	1.4	0.6	0.1	2.8	0.1	5.2	3.3	0.8	0.3	3.0	0.1	5.7	4.6	1.5	0.4	5.7
Zm00001d042363	3	mu1029222|mu1031593|mu1047632	UFMu-02721,UFMu-04895|UFMu-02709,UFMu-07903|UFMu-06477,UFMu-09418	C3H	55	43	Zm00004b018021	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		38.7	58.9	51.9	86.9	41.9	119.4	53.4	92.5	64.0	83.2	48.8	123.3	40.1	60.1	36.2	64.8	37.6	111.2	64.8
Zm00001d042373	8	mu1018922|mu1038167|mu1038168|mu1038169|mu1043418|mu1056119|mu1073937|mu1076932	UFMu-00741|UFMu-04042|UFMu-04186|UFMu-04186|UFMu-05286,UFMu-05620|UFMu-07316|UFMu-04434,UFMu-09139|UFMu-08925	bHLH	190	152	Zm00004b018032	One-to-One	high	splice_donor_variant	FALSE	1	1	acti		24.6	27.3	33.0	48.7	63.4	41.2	29.2	18.6	26.2	47.6	63.3	41.4	30.9	22.1	29.6	35.6	64.4	23.3	64.4
Zm00001d042396	3	mu1038170|mu1043417|mu1043417	UFMu-04167|UFMu-04869|UFMu-07203	B3	45	37	Zm00004b018052	One-to-One	moderate	missense_variant	FALSE	14	1	acti		165.0	0.6	0.0	0.0	0.0	0.0	230.3	0.9	0.0	0.1	0.0	0.1	251.9	1.0	0.0	0.0	0.0	0.0	251.9
Zm00001d042460	1	mu1023188	UFMu-01865	B3	45	38	Zm00004b018094	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		10.9	0.0	0.0	0.1	0.1	0.4	3.5	0.0	0.2	0.0	0.5	0.6	6.9	0.0	0.3	0.0	0.1	0.2	6.9
Zm00001d042463	1	mu1033989	UFMu-03519,UFMu-04992,UFMu-08040	ARR-B	9	6	Zm00004b018100	One-to-One	modifier	intron_variant	FALSE	1	1	acti	li2013	3.8	1.2	33.1	32.2	147.0	11.8	1.3	0.3	20.2	24.0	280.4	15.5	2.8	0.2	41.3	39.2	157.7	19.7	41.3
Zm00001d042588	5	mu1031420|mu1031420|mu1035900|mu1035900|mu1072663	UFMu-02686,UFMu-03228|UFMu-11153|UFMu-03474|UFMu-09477|UFMu-03474,UFMu-09085	ERF	177	136	Zm00004b018207	One-to-One	moderate	disruptive_inframe_insertion	FALSE	0	NA	NA		14.2	1.3	5.2	0.5	3.2	2.7	11.8	1.3	2.3	0.3	1.8	2.7	15.8	1.5	1.8	0.6	2.8	2.3	2.8
Zm00001d042717	1	mu1017634	UFMu-00986	ERF	177	138	Zm00004b018340	One-to-One	moderate	conservative_inframe_insertion	FALSE	1	1	acti		0.3	1.8	10.8	0.8	1.1	2.7	1.2	2.0	2.4	1.2	0.3	3.3	0.1	1.9	1.6	2.8	0.6	3.1	3.1
Zm00001d042756	1	mu1090588	UFMu-12627	MYB_related	109	87	Zm00004b018376	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		19.0	0.5	0.5	0.1	0.2	0.1	6.5	0.7	0.1	0.1	0.2	0.2	8.3	0.6	0.2	0.1	0.1	0.1	8.3
Zm00001d042892	1	mu1014414	UFMu-01868	G2-like	61	52	Zm00004b018487	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		0.3	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.2	0.4	0.0	0.1	0.7	0.2	0.7
Zm00001d042907	2	mu1034745|mu1056160	UFMu-03136|UFMu-07157	GRAS	81	57	Zm00004b018499	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		7.0	8.8	39.2	49.5	30.1	19.8	15.0	4.3	71.5	38.6	34.8	27.0	15.0	3.4	96.6	37.2	23.1	20.2	96.6
Zm00001d042917	4	mu1008312|mu1039968|mu1043397|mu1072302	UFMu-00254|UFMu-03146,UFMu-04869|UFMu-05071|UFMu-02178,UFMu-09198	Trihelix	46	38	Zm00004b018507	One-to-One	high	frameshift_variant	FALSE	1	-1	repr		1.3	0.2	1.3	0.8	0.2	0.2	6.0	0.4	0.4	0.8	0.3	1.1	1.2	0.2	0.4	2.0	0.0	0.6	2.0
Zm00001d042965	1	mu1083320	UFMu-10027,UFMu-12343	C3H	55	44	Zm00004b018548	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		78.6	115.1	73.9	71.7	81.2	98.5	126.2	111.9	115.0	73.8	88.8	84.7	126.2	92.1	124.7	84.8	95.4	96.2	96.2
Zm00001d042968	1	mu1056163	UFMu-07357	NF-YB	19	15	Zm00004b018550	One-to-One	no_change	NA	FALSE	0	NA	NA		35.6	79.8	40.8	25.8	43.1	25.8	42.0	74.9	35.3	18.0	37.4	22.7	41.9	75.1	39.8	27.8	49.7	25.8	75.1
Zm00001d042989	1	mu1066887	UFMu-08301	bHLH	190	154	Zm00004b018568	One-to-Many	no_change	NA	FALSE	0	NA	NA		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001d043025	3	mu1052718|mu1066889|mu1086153	UFMu-06882|UFMu-08642|UFMu-10688,UFMu-11220	WRKY	121	91	Zm00004b018596	One-to-One	moderate	missense_variant	FALSE	95	1	acti		0.5	0.1	16.3	1.2	3.3	1.1	1.3	0.1	18.7	2.4	3.7	1.7	0.5	0.2	12.6	1.0	3.3	0.8	3.3
Zm00001d043060	1	mu1038213	UFMu-02835	WRKY	121	92	Zm00004b018618	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		0.2	0.2	7.4	0.6	0.7	0.4	1.2	0.1	33.5	0.1	0.6	0.2	1.2	0.3	14.9	0.1	0.4	0.1	14.9
Zm00001d043076	3	mu1007244|mu1043387|mu1079467	UFMu-00317,UFMu-00741,UFMu-03653|UFMu-05329|UFMu-09400	WOX	19	16	Zm00004b018633	One-to-One	modifier	intron_variant	FALSE	0	NA	NA	li2013,wang2018	48.6	6.7	102.7	18.3	36.9	24.7	35.0	2.9	20.8	10.4	28.1	14.3	42.6	6.0	29.5	38.1	45.8	21.4	6.0
Zm00001d043094	7	mu1016227|mu1016227|mu1038215|mu1039858|mu1044956|mu1073278|mu1085178	UFMu-02253|UFMu-05783|UFMu-03730|UFMu-03904,UFMu-04337,UFMu-04827|UFMu-05720|UFMu-03416|UFMu-10393	NAC	126	97	Zm00004b018650	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		5.6	4.7	23.6	15.5	16.3	8.8	12.9	4.3	21.3	18.8	15.7	13.4	8.1	5.0	26.3	24.6	17.3	11.6	8.1
Zm00001d043116	1	mu1018764	UFMu-00958	AP2	28	23	Zm00004b018665	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		4.8	0.0	1.4	0.0	0.0	0.1	5.8	0.2	1.3	0.2	0.0	0.1	7.3	0.0	2.0	0.2	0.0	0.3	7.3
Zm00001d043117	2	mu1008798|mu1010248	UFMu-00082|UFMu-09868	bZIP	128	99	Zm00004b018667	One-to-One	low	splice_region_variant	FALSE	1	1	acti		25.1	11.2	130.7	32.8	22.3	20.2	25.6	10.3	47.9	38.5	27.4	19.2	19.6	11.0	83.4	32.7	19.0	11.8	83.4
Zm00001d043131	1	mu1052727	UFMu-06727	MYB	163	133	Zm00004b018679	One-to-One	no_change	NA	FALSE	1	0.3333333333333333	mix		7.7	111.4	25.0	11.6	15.1	13.2	10.8	104.0	8.6	8.2	15.8	9.8	4.1	117.5	14.7	16.8	14.6	10.4	4.1
Zm00001d043153	4	mu1034711|mu1034711|mu1038218|mu1043383	UFMu-03258,UFMu-05161|UFMu-06269|UFMu-02844|UFMu-05161	bZIP	128	100	Zm00004b018693	One-to-One	non-syntenic	missense_variant	FALSE	0	NA	NA		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001d043243	2	mu1043380|mu1090657	UFMu-04885|UFMu-13501	C2H2	132	109	Zm00004b018777	One-to-One	no_change	NA	FALSE	0	NA	NA		11.8	0.1	0.3	5.6	0.8	6.2	5.7	0.1	0.2	2.4	0.1	3.0	11.5	0.3	0.8	4.8	1.4	4.3	4.8
Zm00001d043378	2	mu1052754|mu1052755	UFMu-06538|UFMu-06718	CPP	12	12	Zm00004b018902,Zm00004b018903	Many-to-One	modifier	intron_variant	FALSE	3	0.3333333333333333	mix		13.8	5.9	20.5	4.6	4.8	5.2	17.5	6.1	14.1	3.1	4.9	5.5	15.0	5.0	16.3	6.2	5.8	4.9	6.2
Zm00001d043452	6	mu1020012|mu1052758|mu1056198|mu1056198|mu1077014|mu1079480	UFMu-00800|UFMu-06557|UFMu-07170|UFMu-12061|UFMu-09240|UFMu-09240	HB-PHD	3	3	Zm00004b018968	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		68.1	56.9	156.9	102.5	118.9	75.3	114.1	65.3	119.5	111.0	126.7	82.5	78.2	50.1	132.4	117.2	127.6	72.0	78.2
Zm00001d043491	2	mu1041042|mu1047741	UFMu-04541|UFMu-06456	ERF	177	141	NA	NA	moderate	conservative_inframe_insertion	FALSE	12	1	acti		0.2	0.0	3.8	1.2	4.8	1.0	0.0	0.0	1.9	2.2	5.4	0.9	0.1	0.1	1.8	1.1	4.6	0.9	4.6
Zm00001d043696	4	mu1011505|mu1035070|mu1061491|mu1061491	UFMu-04198,UFMu-05697,UFMu-12210|UFMu-03459|UFMu-00744,UFMu-02299,UFMu-03147,UFMu-04198,UFMu-04785,UFMu-05626,UFMu-08443,UFMu-09411|UFMu-03026,UFMu-05626	MYB_related	109	89	Zm00004b019199	One-to-One	low	splice_region_variant	FALSE	0	NA	NA	wang2018	51.6	24.1	27.1	16.7	23.2	29.7	55.8	22.4	34.4	19.3	31.2	38.4	44.2	16.4	26.0	13.9	22.5	23.3	44.2
Zm00001d043877	1	mu1090743	UFMu-12128	NAC	126	98	Zm00004b019361	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		0.6	0.7	0.2	0.3	0.0	0.0	0.7	0.7	0.7	0.1	0.0	0.0	0.6	0.6	0.3	0.0	0.1	0.0	0.6
Zm00001d043902	2	mu1070134|mu1077055	UFMu-02510|UFMu-09012	Trihelix	46	39	Zm00004b019381	One-to-One	moderate	disruptive_inframe_deletion	FALSE	0	NA	NA		15.9	1.0	6.8	5.6	6.2	6.9	8.5	0.5	6.6	6.0	5.0	6.2	12.3	1.0	10.1	9.3	6.3	8.9	9.3
Zm00001d043915	3	mu1014484|mu1073945|mu1082396	UFMu-01346|UFMu-04306|UFMu-09418	HB-other	21	19	Zm00004b019391	One-to-One	moderate	missense_variant	FALSE	184	0.9891304347826086	acti		8.2	34.5	49.6	43.6	33.4	8.9	47.2	43.4	44.3	42.9	39.8	18.5	15.2	28.5	50.2	42.6	36.4	8.6	8.6
Zm00001d043922	2	mu1041064|mu1077060	UFMu-04333|UFMu-09010	ARF	36	31	Zm00004b019393	One-to-One	high	frameshift_variant	FALSE	1	1	acti		271.0	71.1	35.4	26.8	17.5	69.0	222.1	20.7	22.0	16.9	15.1	65.6	187.1	44.2	20.2	25.7	15.5	67.5	67.5
Zm00001d043968	1	mu1038299	UFMu-04056	MYB_related	109	90	Zm00004b019424	One-to-One	no_change	NA	FALSE	3	1	acti		0.7	0.1	1.1	3.5	0.2	2.8	2.0	0.4	5.5	4.5	0.6	2.7	1.9	0.8	2.2	7.7	1.2	4.7	7.7
Zm00001d043992	4	mu1038302|mu1051091|mu1056241|mu1056241	UFMu-04204|UFMu-06212|UFMu-07430|UFMu-11314	bZIP	128	103	Zm00004b019445	One-to-One	non-syntenic	missense_variant	FALSE	5	1	acti		13.7	0.3	4.7	2.1	1.7	1.3	21.0	0.8	6.7	18.5	8.1	4.6	10.8	1.0	3.7	3.0	7.0	3.5	7.0
Zm00001d044004	1	mu1014492	UFMu-01361	ERF	177	142	Zm00004b019451	One-to-One	moderate	missense_variant	FALSE	2	1	acti		2.0	0.0	0.0	0.0	4.7	2.3	4.8	0.0	0.2	0.1	4.0	2.7	2.6	0.0	0.3	0.1	4.8	2.0	4.8
Zm00001d044081	1	mu1077071	UFMu-08923	HD-ZIP	60	49	Zm00004b019519	One-to-One	modifier	intron_variant	FALSE	1	1	acti		5.4	0.1	1.8	0.2	1.0	2.0	3.8	0.7	3.7	1.5	3.8	2.4	3.7	0.0	0.1	0.2	0.2	1.0	3.7
Zm00001d044216	4	mu1045006|mu1045006|mu1047803|mu1090789	UFMu-05425|UFMu-11976|UFMu-06133|UFMu-11213	bHLH	190	158	Zm00004b019635	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA		9.6	13.5	18.2	7.6	10.2	9.3	10.4	13.3	11.5	9.1	12.0	9.6	8.5	15.4	12.8	10.5	11.3	9.1	9.1
Zm00001d044260	1	mu1083371	UFMu-10380	C3H	55	46	Zm00004b019671	One-to-One	non-syntenic	missense_variant	FALSE	0	NA	NA	li2013,wang2018	11.1	14.4	14.0	6.9	16.5	11.8	19.9	22.6	28.6	14.1	24.1	25.4	12.8	11.7	21.3	7.7	16.2	9.7	9.7
Zm00001d044330	4	mu1038325|mu1066981|mu1077086|mu1087811	UFMu-03993|UFMu-08718|UFMu-09013|UFMu-10568	MYB_related	109	95	Zm00004b019736	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	li2013,wang2018	23.6	33.2	29.5	27.3	20.1	24.2	17.4	31.3	22.2	23.1	21.9	21.2	15.2	27.3	24.5	26.4	22.1	20.2	27.3
Zm00001d044857	2	mu1054872|mu1074941	UFMu-06571|UFMu-03865	ERF	177	143	Zm00004b031554	One-to-One	moderate	missense_variant	FALSE	1	1	acti		0.3	0.0	19.2	3.9	46.9	2.8	0.9	0.2	36.3	8.4	32.6	4.9	0.6	0.2	30.2	4.3	29.1	3.7	4.3
Zm00001d044940	2	mu1050112|mu1050636	UFMu-05989|UFMu-06526	bZIP	128	105	Zm00004b031617	One-to-One	moderate	missense_variant	FALSE	19	0.9649122807017544	acti		23.3	95.6	15.6	5.8	8.0	9.8	22.8	152.3	6.4	5.5	16.1	11.6	21.3	168.8	6.0	4.7	18.3	8.0	8.0
Zm00001d045026	1	mu1068742	UFMu-08685	ARF	36	32	Zm00004b031682	One-to-One	moderate	conservative_inframe_insertion	FALSE	1	1	acti		16.2	26.4	52.8	10.2	50.2	20.5	35.7	39.5	32.8	15.6	50.9	27.2	14.5	31.2	38.5	47.0	49.6	18.1	49.6
Zm00001d045044	5	mu1019904|mu1046029|mu1046029|mu1058078|mu1081995	UFMu-01028|UFMu-05574|UFMu-06118,UFMu-10000|UFMu-07363|UFMu-09479	ERF	177	144	Zm00004b031693	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		140.3	96.2	191.1	72.2	64.0	59.9	201.8	83.8	292.1	141.2	79.7	64.1	112.3	84.9	497.8	140.7	82.9	67.7	84.9
Zm00001d045046	6	mu1030095|mu1046030|mu1061245|mu1061245|mu1093669|mu1093670	UFMu-02683|UFMu-05508|UFMu-07718|UFMu-13504|UFMu-12160|UFMu-12313	bHLH	190	161	Zm00004b031694	One-to-One	high	splice_donor_variant	FALSE	1	1	acti		12.3	92.4	65.0	26.8	48.7	23.0	8.8	68.6	52.8	14.9	31.4	11.1	15.6	85.3	44.2	26.4	42.1	14.4	85.3
Zm00001d045107	1	mu1050687	UFMu-06516	bHLH	190	162	Zm00004b031746	One-to-One	moderate	missense_variant	FALSE	10	1	acti		0.2	0.0	0.6	0.0	8.0	0.2	0.3	0.0	0.1	0.0	8.1	0.4	0.6	0.0	0.2	0.0	8.3	0.3	8.3
Zm00001d045212	4	mu1029806|mu1050653|mu1075751|mu1093908	UFMu-02975|UFMu-06440|UFMu-08559|UFMu-12056	bHLH	190	163	Zm00004b031831	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		38.0	62.2	12.2	4.0	8.5	4.0	26.4	73.1	6.6	4.6	6.7	5.0	24.8	56.0	3.0	6.6	7.6	3.5	7.6
Zm00001d045262	1	mu1017385	UFMu-01127,UFMu-02334,UFMu-11097,UFMu-13982	ERF	177	147	Zm00004b031874	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001d045323	4	mu1008518|mu1021162|mu1021162|mu1040321	UFMu-00446,UFMu-00886,UFMu-03300,UFMu-03775,UFMu-04902|UFMu-01228|UFMu-06890|UFMu-03654	DBB	14	13	Zm00004b031930	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		240.8	171.6	398.2	242.5	461.3	335.3	217.9	200.8	593.8	280.2	483.7	437.0	261.2	188.9	487.2	287.5	495.1	490.4	495.1
Zm00001d045398	1	mu1079005	UFMu-08924	HD-ZIP	60	50	Zm00004b031997	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		0.8	0.2	4.2	22.6	29.2	37.3	0.6	0.0	1.5	5.9	17.8	20.4	0.4	0.0	9.4	18.4	26.5	34.4	9.4
Zm00001d045507	1	mu1021149	UFMu-01454,UFMu-03431,UFMu-09491	GRAS	81	59	Zm00004b032091	One-to-One	moderate	missense_variant	FALSE	282	0.9929078014184397	acti		51.3	0.1	0.0	0.0	15.5	23.6	54.9	0.2	0.0	0.0	13.4	24.6	67.5	0.2	0.0	0.2	14.1	20.8	67.5
Zm00001d045589	6	mu1016773|mu1018294|mu1054838|mu1080205|mu1084362|mu1093961	UFMu-01339,UFMu-03226,UFMu-03997,UFMu-05673,UFMu-07777,UFMu-10438,UFMu-10913,UFMu-11213,UFMu-12558,UFMu-13923|UFMu-00786|UFMu-06650|UFMu-02216,UFMu-03226,UFMu-03997,UFMu-05673,UFMu-08880,UFMu-11213|UFMu-10436|UFMu-11164	GRAS	81	60	Zm00004b032166	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	liu2017	0.4	0.4	3.2	5.9	1.9	5.5	0.7	0.0	1.7	3.1	2.2	7.2	2.0	1.6	2.0	7.7	3.5	8.1	8.1
Zm00001d045617	3	mu1033892|mu1068924|mu1088205	UFMu-03232|UFMu-08319|UFMu-11118	NAC	126	103	Zm00004b032186	One-to-One	no_change	NA	FALSE	0	NA	NA		18.8	32.8	34.1	18.5	19.5	14.3	22.5	26.4	23.8	18.5	24.9	16.9	12.9	26.2	27.3	19.7	21.8	14.8	27.3
Zm00001d045735	5	mu1001948|mu1019686|mu1040367|mu1050080|mu1058291	UFMu-00272|UFMu-00710|UFMu-03356|UFMu-05984|UFMu-07572	CO-like	14	10	Zm00004b032274	One-to-One	high	splice_donor_variant	FALSE	5	0.6	mix		60.1	31.8	43.1	21.7	38.4	48.7	84.3	51.0	72.6	18.1	46.8	40.0	46.6	18.1	48.6	28.6	31.4	29.4	48.6
Zm00001d045804	2	mu1040373|mu1042039	UFMu-02887|UFMu-05287	CO-like	14	11	Zm00004b032322	One-to-One	moderate	missense_variant	FALSE	5	1	acti		2.1	25.7	23.8	3.2	11.8	4.7	3.2	22.7	13.7	12.5	18.6	9.7	6.6	49.4	7.4	19.0	20.1	13.2	7.4
Zm00001d046174	1	mu1050644	UFMu-06091	G2-like	61	54	Zm00004b032578	One-to-One	moderate	missense_variant	FALSE	1	1	acti		0.0	0.0	0.0	0.0	10.6	0.1	0.0	0.0	0.0	0.0	6.8	0.2	0.0	0.0	0.5	0.0	9.0	0.1	9.0
Zm00001d046223	1	mu1030960	UFMu-03075	TALE	28	24	Zm00004b032608	One-to-One	moderate	conservative_inframe_deletion	FALSE	0	NA	NA		1.5	0.0	0.0	2.1	1.6	23.8	0.7	0.0	0.0	1.4	3.5	22.3	1.8	0.0	0.0	2.8	1.5	30.9	30.9
Zm00001d046305	4	mu1050106|mu1050106|mu1054892|mu1095652	UFMu-06161|UFMu-12044|UFMu-06999|UFMu-13557	BES1	10	8	Zm00004b032660	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		64.8	7.5	20.8	11.3	28.2	26.7	62.4	19.6	20.5	27.4	34.6	24.6	42.7	14.8	21.9	70.4	29.2	23.7	70.4
Zm00001d046405	2	mu1054901|mu1085313	UFMu-06801,UFMu-12566|UFMu-10384	HB-other	21	20	Zm00004b032753	One-to-One	no_change	NA	FALSE	13	1	acti	liu2017	18.0	13.3	5.8	75.5	4.3	28.4	12.6	8.9	14.0	51.4	5.1	29.7	7.3	13.7	7.6	75.3	4.2	48.6	75.3
Zm00001d046441	2	mu1050119|mu1075306	UFMu-06280|UFMu-05781	FAR1	14	13	Zm00004b032777	One-to-One	moderate	missense_variant	FALSE	2	1	acti	liu2017,wang2018	9.4	3.3	28.5	11.0	27.7	11.0	12.3	3.0	30.6	8.2	34.1	12.3	3.6	1.8	14.0	9.2	14.5	4.3	9.2
Zm00001d046517	1	mu1088211	UFMu-11119	MYB	163	140	Zm00004b032843,Zm00004b032844,Zm00004b032845	Many-to-Many	non-syntenic	missense_variant	FALSE	0	NA	NA		0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.2	0.2	0.2	0.5	0.1	0.1	0.0	0.0	0.0	0.0	0.1
Zm00001d046518	1	mu1088211	UFMu-11119	MYB	163	141	Zm00004b032843,Zm00004b032844,Zm00004b032845	Many-to-Many	moderate	missense_variant	FALSE	0	NA	NA		0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.1	0.1	0.4
