gid	n_mu	mid	sids	tf	ttype	impact	eff	de_BM
Zm00001d037313	2	mu1015495|mu1057187	UFMu-02306,UFMu-04795,UFMu-05314,UFMu-05629,UFMu-06454|UFMu-07292	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d037315	1	mu1081555	UFMu-09511	TRUE	mRNA	high	stop_gained	0
Zm00001d037317	1	mu1032146	UFMu-02510	TRUE	mRNA	non-syntenic	NA	0
Zm00001d037318	>=3	mu1015497|mu1031362|mu1034367|mu1035652|mu1057188|mu1067888|mu1075746	UFMu-00629,UFMu-02414,UFMu-02733,UFMu-07493,UFMu-10387,UFMu-10859|UFMu-02476|UFMu-03287|UFMu-03287|UFMu-07517|UFMu-08433|UFMu-08433	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037321	>=3	mu1015498|mu1015498|mu1045523	UFMu-01882,UFMu-02306|UFMu-04795,UFMu-05629,UFMu-06454|UFMu-05790	FALSE	mRNA	high	exon_loss_variant	0
Zm00001d037323	1	mu1057189	UFMu-07286	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037326	1	mu1032371	UFMu-02476	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037329	1	mu1079829	UFMu-08995	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037332	>=3	mu1010472|mu1034174|mu1048825|mu1077957	UFMu-11697,UFMu-12595|UFMu-03292|UFMu-06520|UFMu-09181	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d037333	1	mu1039205	UFMu-03723	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d037337	>=3	mu1021028|mu1048827|mu1048827	UFMu-01230|UFMu-06408|UFMu-10975	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037338	1	mu1031695	UFMu-02967	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d037346	2	mu1009724|mu1030046	UFMu-00710|UFMu-02628	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037354	>=3	mu1017472|mu1048829|mu1060372|mu1067895|mu1067896|mu1077959	UFMu-00947|UFMu-06468|UFMu-07769|UFMu-08608|UFMu-08679|UFMu-09144	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d037361	1	mu1060373	UFMu-07985	FALSE	mRNA	no_change	NA	10+
Zm00001d037367	2	mu1034294|mu1081558	UFMu-03342|UFMu-09468	FALSE	mRNA	low	splice_region_variant	10+
Zm00001d037369	1	mu1042739	UFMu-04985	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037371	2	mu1024126|mu1092215	UFMu-04394|UFMu-11977	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037377	>=3	mu1060374|mu1074019|mu1092216	UFMu-08145|UFMu-04712|UFMu-12086	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d037381	2	mu1015499|mu1015499	UFMu-01114,UFMu-01765,UFMu-03743,UFMu-04800|UFMu-11144,UFMu-12278,UFMu-13991	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037386	2	mu1045525|mu1069651	UFMu-05748|UFMu-08368	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037388	1	mu1048832	UFMu-06212	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037389	1	mu1048832	UFMu-06212	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037393	1	mu1077962	UFMu-09082	FALSE	mRNA	non-syntenic	3_prime_UTR_variant	10+
Zm00001d037396	>=3	mu1039207|mu1041469|mu1067900|mu1067900	UFMu-04148|UFMu-04650|UFMu-08374|UFMu-10417	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037401	>=3	mu1045527|mu1053705|mu1053705|mu1057192|mu1067901|mu1067901|mu1086783	UFMu-05560,UFMu-06504|UFMu-06548|UFMu-09798|UFMu-07608|UFMu-08634|UFMu-11424|UFMu-10903	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037412	>=3	mu1030050|mu1030050|mu1095114	UFMu-02556,UFMu-05713|UFMu-10509,UFMu-11084|UFMu-12118	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d037413	2	mu1021969|mu1077964	UFMu-01806|UFMu-09399	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037420	2	mu1042738|mu1092217	UFMu-04970|UFMu-11791	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037425	1	mu1053706	UFMu-06546	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037427	1	mu1092218	UFMu-13191	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d037428	1	mu1092218	UFMu-13191	FALSE	mRNA	non-syntenic	NA	0
Zm00001d037429	>=3	mu1015502|mu1060376|mu1069652|mu1077965|mu1086785	UFMu-02049|UFMu-08182|UFMu-08343,UFMu-09717,UFMu-10601|UFMu-09216|UFMu-11033	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037434	>=3	mu1007415|mu1007415|mu1007853|mu1007853|mu1008406|mu1021254|mu1029616|mu1030366|mu1041471|mu1042737|mu1045528|mu1050212|mu1057193|mu1067906|mu1071279	UFMu-00576|UFMu-06551|UFMu-00085,UFMu-00670,UFMu-03736|UFMu-07174,UFMu-07964,UFMu-10842|UFMu-00178|UFMu-01807|UFMu-02822|UFMu-02943|UFMu-04712|UFMu-05142|UFMu-05650|UFMu-05985|UFMu-07438|UFMu-08640|UFMu-02452	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037436	1	mu1039209	UFMu-03775	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d037446	2	mu1005167|mu1048833	UFMu-00084|UFMu-06477	FALSE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	5-10
Zm00001d037452	2	mu1018607|mu1067907	UFMu-00599,UFMu-13423|UFMu-08568	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d037461	>=3	mu1008009|mu1018533|mu1092221	UFMu-00148|UFMu-01062|UFMu-12342	TRUE	mRNA	moderate	missense_variant	0
Zm00001d037463	1	mu1045530	UFMu-05595,UFMu-10681	FALSE	mRNA	non-syntenic	exon_loss_variant	10+
Zm00001d037465	2	mu1039211|mu1092223	UFMu-02672|UFMu-12957	FALSE	mRNA	non-syntenic	stop_gained	10+
Zm00001d037471	1	mu1021505	UFMu-01228	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037476	1	mu1019903	UFMu-00779	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037480	1	mu1048836	UFMu-06435	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d037481	1	mu1022320	UFMu-03911,UFMu-08187	FALSE	mRNA	high	exon_loss_variant	5-10
Zm00001d037483	2	mu1039215|mu1074847	UFMu-03307|UFMu-03795	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037484	>=3	mu1015505|mu1077967|mu1079832	UFMu-01269|UFMu-09252|UFMu-09198	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037485	2	mu1021965|mu1060378	UFMu-01581|UFMu-08161	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037489	1	mu1048837	UFMu-06195	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037492	1	mu1092229	UFMu-11634	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d037493	1	mu1057194	UFMu-07411	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037499	2	mu1067912|mu1086787	UFMu-08716|UFMu-10620	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037505	2	mu1023998|mu1023998	UFMu-08145|UFMu-12336	FALSE	mRNA	high	splice_acceptor_variant	5-10
Zm00001d037507	>=3	mu1015439|mu1015439|mu1034487|mu1057196	UFMu-01447,UFMu-01979|UFMu-10762,UFMu-11141|UFMu-03257,UFMu-06408,UFMu-08182|UFMu-07319	FALSE	mRNA	non-syntenic	transcript_ablation	1-5
Zm00001d037509	1	mu1057197	UFMu-07671	FALSE	mRNA	modifier	3_prime_UTR_variant	0
Zm00001d037518	>=3	mu1039216|mu1042733|mu1051392	UFMu-02858|UFMu-04979|UFMu-06118	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037519	>=3	mu1010231|mu1022689|mu1022689|mu1039217	UFMu-00518|UFMu-02359|UFMu-10596|UFMu-02907	FALSE	mRNA	no_change	NA	5-10
Zm00001d037522	>=3	mu1011605|mu1015509|mu1015509|mu1027764|mu1067914	UFMu-02072,UFMu-03522|UFMu-01503,UFMu-02921,UFMu-05078|UFMu-10936,UFMu-12043,UFMu-13141,UFMu-13483|UFMu-09470|UFMu-08567	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037528	1	mu1060381	UFMu-07962	TRUE	mRNA	no_change	NA	1-5
Zm00001d037532	1	mu1092234	UFMu-11467	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d037536	2	mu1017323|mu1053712	UFMu-01068,UFMu-02255|UFMu-06547	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037537	2	mu1015511|mu1092235	UFMu-02232,UFMu-06802|UFMu-12931	FALSE	mRNA	no_change	NA	5-10
Zm00001d037540	>=3	mu1017179|mu1067915|mu1072330|mu1079833	UFMu-00877,UFMu-01710,UFMu-02888,UFMu-04503|UFMu-08533|UFMu-00877,UFMu-02112,UFMu-02888,UFMu-04503|UFMu-09049	FALSE	mRNA	no_change	NA	5-10
Zm00001d037546	1	mu1053713	UFMu-06536	FALSE	mRNA	no_change	NA	10+
Zm00001d037551	1	mu1031134	UFMu-02555	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037553	>=3	mu1028471|mu1039221|mu1048842	UFMu-01149|UFMu-03723|UFMu-06266	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037556	>=3	mu1034147|mu1035572|mu1035967|mu1042732	UFMu-03520|UFMu-03077|UFMu-03429|UFMu-04984,UFMu-05392	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037557	2	mu1033935|mu1069655	UFMu-03600|UFMu-08821,UFMu-11266	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d037561	1	mu1077972	UFMu-09411	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d037573	2	mu1053715|mu1085016	UFMu-06542|UFMu-10376	FALSE	mRNA	no_change	NA	1-5
Zm00001d037579	1	mu1048848	UFMu-06529	FALSE	mRNA	low	synonymous_variant	0
Zm00001d037586	1	mu1042728	UFMu-05356	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037590	1	mu1039224	UFMu-04207	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037593	1	mu1077973	UFMu-08978	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037596	1	mu1045533	UFMu-05790	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037599	2	mu1031834|mu1031834	UFMu-02516,UFMu-03295|UFMu-11121	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037603	1	mu1045535	UFMu-05493	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037604	>=3	mu1029152|mu1041476|mu1092237	UFMu-02829|UFMu-04312|UFMu-13024	FALSE	mRNA	modifier	3_prime_UTR_variant	1-5
Zm00001d037609	1	mu1077937	UFMu-09307	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037613	2	mu1072331|mu1081564	UFMu-02342,UFMu-09430|UFMu-09453	FALSE	mRNA	non-syntenic	missense_variant	5-10
Zm00001d037616	>=3	mu1035906|mu1039226|mu1060387|mu1087979	UFMu-03455|UFMu-02673,UFMu-04978,UFMu-07293|UFMu-07995|UFMu-10924	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037617	2	mu1042727|mu1077974	UFMu-05113|UFMu-08988	FALSE	mRNA	moderate	disruptive_inframe_insertion	5-10
Zm00001d037619	>=3	mu1077975|mu1077976|mu1085017|mu1092238	UFMu-08958,UFMu-12014|UFMu-09292|UFMu-10388|UFMu-11664	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037624	2	mu1045536|mu1081565	UFMu-05595|UFMu-09415	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037625	1	mu1032884	UFMu-02628	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037626	1	mu1035124	UFMu-03467	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037632	1	mu1092242	UFMu-13193	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d037633	2	mu1030532|mu1042726	UFMu-02895|UFMu-05113	FALSE	mRNA	high	exon_loss_variant	0
Zm00001d037636	>=3	mu1005736|mu1015515|mu1039230	UFMu-01466,UFMu-04398|UFMu-02221|UFMu-03130	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037640	>=3	mu1007711|mu1015518|mu1042724|mu1050894|mu1092244	UFMu-00317,UFMu-00741|UFMu-01332,UFMu-04213|UFMu-05344,UFMu-06775|UFMu-05984|UFMu-11295	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037648	1	mu1057209	UFMu-07303	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d037650	>=3	mu1048851|mu1053719|mu1057210	UFMu-06276|UFMu-06953|UFMu-07281	FALSE	mRNA	non-syntenic	exon_loss_variant	5-10
Zm00001d037674	1	mu1021343	UFMu-01721	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d037682	1	mu1053721	UFMu-06928	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037684	1	mu1015520	UFMu-01721	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037688	1	mu1023353	UFMu-01977	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037691	1	mu1071280	UFMu-02861	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d037693	1	mu1071935	UFMu-02200	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d037695	2	mu1048853|mu1067923	UFMu-06496,UFMu-06669|UFMu-08692	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d037696	2	mu1067924|mu1081567	UFMu-08569|UFMu-09463	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037700	2	mu1019388|mu1048854	UFMu-01177|UFMu-06408	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037711	>=3	mu1015522|mu1016472|mu1042721	UFMu-01759,UFMu-02305|UFMu-00790,UFMu-01388|UFMu-04979	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d037712	1	mu1095116	UFMu-11424	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037713	2	mu1045537|mu1048855	UFMu-05693|UFMu-06167	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d037714	1	mu1053724	UFMu-06651	FALSE	mRNA	no_change	NA	5-10
Zm00001d037717	>=3	mu1045538|mu1060394|mu1082536	UFMu-05767|UFMu-07842|UFMu-09717,UFMu-10601	FALSE	mRNA	non-syntenic	missense_variant	1-5
Zm00001d037720	1	mu1086791	UFMu-10896	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037722	1	mu1032400	UFMu-02624	FALSE	mRNA	no_change	NA	10+
Zm00001d037725	>=3	mu1067930|mu1071937|mu1077983|mu1092249	UFMu-08573|UFMu-02239,UFMu-03236,UFMu-05777|UFMu-09034|UFMu-13261	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d037727	>=3	mu1008458|mu1008458|mu1028441	UFMu-00526,UFMu-02627,UFMu-03236,UFMu-05777,UFMu-06803|UFMu-09515|UFMu-01015,UFMu-06662	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d037728	>=3	mu1031650|mu1039234|mu1077984	UFMu-02931,UFMu-03528,UFMu-08087|UFMu-03290|UFMu-09279	FALSE	mRNA	modifier	5_prime_UTR_variant	0
Zm00001d037729	1	mu1022955	UFMu-02115	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037732	1	mu1083853	UFMu-10390	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037733	2	mu1042720|mu1092250	UFMu-04988|UFMu-11221	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d037734	1	mu1045539	UFMu-05836	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037735	2	mu1083854|mu1083855	UFMu-10417|UFMu-10311	FALSE	mRNA	no_change	NA	1-5
Zm00001d037736	2	mu1029721|mu1081569	UFMu-02677|UFMu-09538	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d037737	2	mu1074020|mu1077985	UFMu-04803|UFMu-09139	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d037744	>=3	mu1039235|mu1041478|mu1081570|mu1082537	UFMu-03778|UFMu-04434|UFMu-09551|UFMu-09551	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d037748	2	mu1086792|mu1086793	UFMu-10757|UFMu-10757	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037756	2	mu1042719|mu1095118	UFMu-04903|UFMu-13266,UFMu-13679	FALSE	mRNA	high	splice_acceptor_variant	5-10
Zm00001d037759	1	mu1048858	UFMu-06523	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d037760	1	mu1039236	UFMu-04212	FALSE	mRNA	no_change	NA	0
Zm00001d037766	>=3	mu1041480|mu1045540|mu1048859|mu1053728|mu1074021	UFMu-04309,UFMu-06970|UFMu-05703|UFMu-06219|UFMu-06549|UFMu-04654	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037768	>=3	mu1029799|mu1073413|mu1081572|mu1083856	UFMu-02950|UFMu-03287|UFMu-09522|UFMu-10378	FALSE	mRNA	non-syntenic	frameshift_variant	10+
Zm00001d037769	>=3	mu1041481|mu1041481|mu1041482|mu1067932	UFMu-04588|UFMu-07136|UFMu-04596|UFMu-08565	TRUE	mRNA	no_change	NA	10+
Zm00001d037770	>=3	mu1008654|mu1008654|mu1017121	UFMu-00414|UFMu-07524|UFMu-00729,UFMu-01600	FALSE	mRNA	no_change	NA	1-5
Zm00001d037772	2	mu1039237|mu1041483	UFMu-03654|UFMu-04617	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037774	>=3	mu1008437|mu1029016|mu1029016|mu1031663|mu1042718|mu1048862|mu1060396|mu1067933|mu1071281|mu1077988|mu1077988	UFMu-00556,UFMu-02510|UFMu-02917|UFMu-11938|UFMu-02499,UFMu-11306|UFMu-05129|UFMu-05987|UFMu-07716|UFMu-08658|UFMu-02889,UFMu-12842,UFMu-12962|UFMu-09188|UFMu-09880	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d037775	1	mu1057216	UFMu-07583	FALSE	mRNA	no_change	NA	10+
Zm00001d037777	>=3	mu1035796|mu1045542|mu1069657|mu1083857	UFMu-03400|UFMu-05735|UFMu-08266|UFMu-10411	FALSE	mRNA	modifier	5_prime_UTR_variant	10+
Zm00001d037783	2	mu1057217|mu1092251	UFMu-07247|UFMu-12398	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037784	2	mu1008566|mu1045543	UFMu-00148|UFMu-05725	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d037785	1	mu1083858	UFMu-10005	FALSE	mRNA	high	stop_gained	5-10
Zm00001d037786	2	mu1007594|mu1019481	UFMu-00166|UFMu-00657	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d037790	>=3	mu1008355|mu1015526|mu1053729	UFMu-00386|UFMu-01467,UFMu-04219|UFMu-06542	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037807	1	mu1022140	UFMu-01867	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037808	2	mu1034704|mu1042717	UFMu-03518|UFMu-05061	FALSE	mRNA	high	stop_gained	1-5
Zm00001d037813	1	mu1015527	UFMu-02418,UFMu-02824	FALSE	mRNA	non-syntenic	frameshift_variant	10+
Zm00001d037815	1	mu1027583	UFMu-04767	FALSE	mRNA	high	exon_loss_variant	10+
Zm00001d037818	2	mu1008359|mu1008441	UFMu-00214|UFMu-00244,UFMu-03654	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d037829	>=3	mu1022655|mu1034686|mu1057220|mu1087982	UFMu-01990|UFMu-03452,UFMu-07989|UFMu-07231|UFMu-11081	FALSE	mRNA	high	splice_acceptor_variant	5-10
Zm00001d037832	1	mu1065231	UFMu-01129	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037836	>=3	mu1035880|mu1041485|mu1041485|mu1041486|mu1092255	UFMu-03290|UFMu-04400|UFMu-07892|UFMu-04319|UFMu-13990	TRUE	mRNA	non-syntenic	frameshift_variant	5-10
Zm00001d037837	1	mu1050889	UFMu-06003	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d037842	2	mu1048868|mu1053731	UFMu-06432|UFMu-06617	FALSE	mRNA	non-syntenic	stop_retained_variant	1-5
Zm00001d037846	2	mu1042715|mu1074848	UFMu-05326|UFMu-03853	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037847	1	mu1035801	UFMu-03461	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d037849	1	mu1053733	UFMu-06552	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037852	2	mu1035678|mu1035678	UFMu-03375|UFMu-11428	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037856	1	mu1061968	UFMu-08491,UFMu-09141,UFMu-10927,UFMu-11312	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037858	>=3	mu1057222|mu1069658|mu1071283|mu1092257	UFMu-07428|UFMu-08568|UFMu-02602|UFMu-12205	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037859	>=3	mu1032808|mu1039239|mu1045547|mu1049824|mu1049824|mu1082538	UFMu-02648|UFMu-03780|UFMu-05808|UFMu-05985|UFMu-10924|UFMu-09483	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037860	2	mu1015529|mu1039240	UFMu-01722,UFMu-03264|UFMu-03723	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d037864	>=3	mu1008689|mu1010535|mu1035188|mu1042714|mu1053734|mu1077995|mu1092258	UFMu-00082|UFMu-10406|UFMu-03241,UFMu-03873|UFMu-05230|UFMu-06863|UFMu-09394|UFMu-13211,UFMu-13490	FALSE	mRNA	non-syntenic	splice_acceptor_variant	5-10
Zm00001d037867	1	mu1053735	UFMu-06974	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d037871	>=3	mu1011368|mu1011368|mu1015530|mu1071284	UFMu-03232,UFMu-04505,UFMu-05383,UFMu-06779|UFMu-11297|UFMu-02229|UFMu-00585,UFMu-02643,UFMu-03232,UFMu-03788,UFMu-04505,UFMu-05383,UFMu-08718	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d037872	2	mu1057223|mu1077996	UFMu-07268|UFMu-09028	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037873	1	mu1086797	UFMu-11033	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d037875	>=3	mu1035228|mu1048869|mu1086797	UFMu-03208|UFMu-06525|UFMu-11033	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037877	2	mu1035228|mu1086797	UFMu-03208|UFMu-11033	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d037886	2	mu1073414|mu1073414	UFMu-03210|UFMu-12787,UFMu-12998,UFMu-13759	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d037892	1	mu1015532	UFMu-01085,UFMu-01595,UFMu-02769,UFMu-03376,UFMu-03686,UFMu-04953	FALSE	mRNA	low	synonymous_variant	0
Zm00001d037898	>=3	mu1015533|mu1039242|mu1042713|mu1095120	UFMu-02208|UFMu-03725|UFMu-05113|UFMu-12961	FALSE	mRNA	no_change	NA	5-10
Zm00001d037902	>=3	mu1029872|mu1057225|mu1085020	UFMu-02899|UFMu-07428|UFMu-10541	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037903	1	mu1067940	UFMu-08338	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d037911	>=3	mu1007191|mu1032051|mu1086794	UFMu-00260|UFMu-02510|UFMu-11122	FALSE	mRNA	no_change	NA	1-5
Zm00001d037914	2	mu1015535|mu1015536	UFMu-02172|UFMu-01985	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037916	1	mu1072876	UFMu-03287	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037917	>=3	mu1015537|mu1015537|mu1079838	UFMu-00836|UFMu-09453,UFMu-10700,UFMu-11198|UFMu-02429,UFMu-03608,UFMu-09139	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037920	>=3	mu1015538|mu1030743|mu1039243|mu1053737|mu1060401|mu1074425|mu1083859	UFMu-02549,UFMu-05296,UFMu-05629,UFMu-07807|UFMu-02686|UFMu-03703|UFMu-06774,UFMu-07807|UFMu-07807|UFMu-04212|UFMu-10423	FALSE	mRNA	moderate	missense_variant	0
Zm00001d037921	1	mu1053738	UFMu-06749	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d037926	2	mu1048870|mu1053739	UFMu-06503,UFMu-11927|UFMu-06857	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d037927	2	mu1015540|mu1021235	UFMu-01847|UFMu-01682	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d037934	>=3	mu1009310|mu1015542|mu1019523|mu1081575|mu1092264	UFMu-00178|UFMu-01231,UFMu-09797,UFMu-11004,UFMu-11690,UFMu-11734|UFMu-00973,UFMu-03717,UFMu-07810|UFMu-09632,UFMu-10613,UFMu-11549,UFMu-11865|UFMu-11405	FALSE	mRNA	moderate	conservative_inframe_deletion	10+
Zm00001d037939	1	mu1078000	UFMu-09034	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d037943	1	mu1019947	UFMu-00874,UFMu-06526	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d037946	>=3	mu1042709|mu1048871|mu1067941	UFMu-05302|UFMu-05983|UFMu-08551	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d037949	1	mu1007406	UFMu-00488	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d037958	1	mu1057226	UFMu-07401	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037961	>=3	mu1010345|mu1015545|mu1048872	UFMu-00118|UFMu-01396|UFMu-06383	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d037962	>=3	mu1060405|mu1078003|mu1083861	UFMu-07809|UFMu-09111|UFMu-10007	FALSE	mRNA	modifier	intron_variant	5-10
Zm00001d037966	2	mu1008139|mu1079839	UFMu-00423|UFMu-09346	FALSE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	1-5
Zm00001d037967	2	mu1029474|mu1057227	UFMu-02673|UFMu-07409	FALSE	mRNA	low	splice_region_variant	10+
Zm00001d037970	1	mu1042708	UFMu-05108	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d037971	>=3	mu1024197|mu1039247|mu1039248	UFMu-11250|UFMu-03354|UFMu-04169	FALSE	mRNA	high	stop_gained	5-10
Zm00001d037973	>=3	mu1042707|mu1067942|mu1086799	UFMu-04830|UFMu-08270|UFMu-10992	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d037975	2	mu1029434|mu1053744	UFMu-02859|UFMu-06545	FALSE	mRNA	high	start_lost	1-5
Zm00001d037978	>=3	mu1023432|mu1023678|mu1026838|mu1039249|mu1053745|mu1070407|mu1078006	UFMu-02112|UFMu-02112|UFMu-06457|UFMu-04174|UFMu-06852|UFMu-02846|UFMu-08953	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d037981	1	mu1053746	UFMu-06764	FALSE	mRNA	modifier	intron_variant	1-5
