sorghum3	maize1	maize2
Sobic.009G195500	Zm00001d038687	
Sobic.009G195600	Zm00001d038688	Zm00001d010732
Sobic.009G195700	Zm00001d038689	
Sobic.009G195800	Zm00001d038690	Zm00001d010743
Sobic.009G195900	Zm00001d038691	
Sobic.009G196001	Zm00001d038692	
Sobic.009G196100	Zm00001d038693	Zm00001d010740
Sobic.009G196200		Zm00001d010737
Sobic.009G196300	Zm00001d038695	
Sobic.009G196400	Zm00001d038696	
Sobic.009G196500	Zm00001d038697	
Sobic.009G196600	Zm00001d038697	
Sobic.009G196700		
Sobic.009G196800		
Sobic.009G196900	Zm00001d038698	
Sobic.009G197000	Zm00001d038699	Zm00001d010736
Sobic.009G197100	Zm00001d038699	Zm00001d010736
Sobic.009G197200		
Sobic.009G197300		
Sobic.009G197350		
Sobic.009G197400	Zm00001d038699	Zm00001d010736
Sobic.009G197500		
Sobic.009G197600	Zm00001d038700	Zm00001d010736
Sobic.009G197700		
Sobic.009G197800	Zm00001d038702	Zm00001d010736
Sobic.009G197901		
Sobic.009G198000	Zm00001d038703	Zm00001d010736
Sobic.009G198100	Zm00001d038704	
Sobic.009G198200		Zm00001d010735
Sobic.009G198300	Zm00001d038706	
Sobic.009G198350		
Sobic.009G198400	Zm00001d038708	
Sobic.009G198500	Zm00001d038709	Zm00001d010733
Sobic.009G198600	Zm00001d038712	
Sobic.009G198700		
Sobic.009G198800	Zm00001d038714	
Sobic.009G198900		
Sobic.009G199001		Zm00001d010744
Sobic.009G199100		Zm00001d010744
Sobic.009G199200		Zm00001d010744
Sobic.009G199300	Zm00001d038717	Zm00001d010751
Sobic.009G199401		
Sobic.009G199500		
Sobic.009G199601	Zm00001d038718	
Sobic.009G199700	Zm00001d038719	
Sobic.009G199750		
Sobic.009G199800	Zm00001d038724	
Sobic.009G199900	Zm00001d038725	Zm00001d010752
Sobic.009G200000		Zm00001d010754
Sobic.009G200100	Zm00001d038726	
Sobic.009G200200	Zm00001d038728	Zm00001d010755
Sobic.009G200300	Zm00001d038729	Zm00001d010756
Sobic.009G200400	Zm00001d038814	
Sobic.009G200500	Zm00001d038812	Zm00001d010758
Sobic.009G200566		
Sobic.009G200632		
Sobic.009G200700	Zm00001d038810	Zm00001d010759
Sobic.009G200750		
Sobic.009G200800	Zm00001d038809	
Sobic.009G200900		
Sobic.009G201000		Zm00001d010782
Sobic.009G201100		
Sobic.009G201200	Zm00001d038807	
Sobic.009G201300		
Sobic.009G201400		
Sobic.009G201500	Zm00001d038806	
Sobic.009G201600	Zm00001d038805	
Sobic.009G201700	Zm00001d038804	
Sobic.009G201800	Zm00001d038803	Zm00001d010783
Sobic.009G201900		Zm00001d010784
Sobic.009G202000	Zm00001d038801	Zm00001d010785
Sobic.009G202101		
Sobic.009G202200		Zm00001d010787
Sobic.009G202400	Zm00001d038799	Zm00001d010788
Sobic.009G202501		
Sobic.009G202600		
Sobic.009G202700		
Sobic.009G202801	Zm00001d038797	Zm00001d010790
Sobic.009G202900		Zm00001d010791
Sobic.009G203000	Zm00001d038796	
Sobic.009G203100	Zm00001d038795	Zm00001d010792
Sobic.009G203200	Zm00001d038794	Zm00001d010793
Sobic.009G203400	Zm00001d038793	Zm00001d010795
Sobic.009G203500	Zm00001d038792	Zm00001d010796
Sobic.009G203600	Zm00001d038791	
Sobic.009G203700	Zm00001d038784	
Sobic.009G203733		
Sobic.009G203766	Zm00001d038783	Zm00001d010797
Sobic.009G203800		
Sobic.009G203900	Zm00001d038783	Zm00001d010797
Sobic.009G204000		
Sobic.009G204100	Zm00001d038780	Zm00001d010798
Sobic.009G204200	Zm00001d038779	
Sobic.009G204300		
Sobic.009G204400	Zm00001d038777	
Sobic.009G204501		
Sobic.009G204601	Zm00001d038775	
Sobic.009G204700		
Sobic.009G204800		
Sobic.009G204900		
Sobic.009G205000	Zm00001d038773	
Sobic.009G205100	Zm00001d038772	Zm00001d010800
Sobic.009G205200	Zm00001d038769	
Sobic.009G205300	Zm00001d038768	
Sobic.009G205400	Zm00001d038766	
Sobic.009G205500		Zm00001d010800
Sobic.009G205600	Zm00001d038765	
Sobic.009G205700	Zm00001d038764	
Sobic.009G205800		Zm00001d010802
Sobic.009G205900		Zm00001d010802
Sobic.009G206000		Zm00001d010802
Sobic.009G206100		
Sobic.009G206150		
Sobic.009G206200		
Sobic.009G206250		
Sobic.009G206300	Zm00001d038763	
Sobic.009G206400	Zm00001d038763	
Sobic.009G206500	Zm00001d038762	
Sobic.009G206600		Zm00001d010803
Sobic.009G206700		Zm00001d010804
Sobic.009G206800	Zm00001d038761	Zm00001d010805
Sobic.009G206900		
Sobic.009G207000	Zm00001d038756	Zm00001d010806
Sobic.009G207100	Zm00001d038755	
Sobic.009G207200	Zm00001d038754	Zm00001d010808
Sobic.009G207300	Zm00001d038753	
Sobic.009G207400	Zm00001d038752	
Sobic.009G207500		
Sobic.009G207600	Zm00001d038751	
Sobic.009G207700	Zm00001d038750	
Sobic.009G207800	Zm00001d038748	
Sobic.009G207900	Zm00001d038747	
Sobic.009G208000	Zm00001d038746	Zm00001d010812
Sobic.009G208100	Zm00001d038745	Zm00001d010811
Sobic.009G208200		
Sobic.009G208300	Zm00001d038742	Zm00001d010813
Sobic.009G208400		
Sobic.009G208500		Zm00001d010814
Sobic.009G208600	Zm00001d038741	
Sobic.009G208700	Zm00001d038740	
Sobic.009G208800	Zm00001d038739	Zm00001d010816
Sobic.009G208900		Zm00001d010818
Sobic.009G209001		Zm00001d010819
Sobic.009G209100		
Sobic.009G209150		
Sobic.009G209200	Zm00001d038737	
Sobic.009G209300		Zm00001d010821
Sobic.009G209400		
Sobic.009G209500		
Sobic.009G209650		
Sobic.009G209800		
Sobic.009G209900		
Sobic.009G210000	Zm00001d038734	
Sobic.009G210100	Zm00001d038733	
Sobic.009G210200	Zm00001d038732	Zm00001d010822
Sobic.009G210250		
Sobic.009G210300	Zm00001d038730	
Sobic.009G210400		
Sobic.009G210500	Zm00001d038815	Zm00001d010823
Sobic.009G210600	Zm00001d038820	
Sobic.009G210700		
Sobic.009G210800		
Sobic.009G210900	Zm00001d038823	
Sobic.009G211000	Zm00001d038824	
Sobic.009G211100	Zm00001d038825	
Sobic.009G211200	Zm00001d038829	
Sobic.009G211300		
Sobic.009G211400	Zm00001d038830	
Sobic.009G211500		
Sobic.009G211600	Zm00001d038831	
Sobic.009G211700	Zm00001d038832	
Sobic.009G211800	Zm00001d038833	
Sobic.009G211900		
Sobic.009G212000	Zm00001d038835	
Sobic.009G212100	Zm00001d038838	
Sobic.009G212200	Zm00001d038839	
Sobic.009G212300		
Sobic.009G212400	Zm00001d038840	
Sobic.009G212500		
Sobic.009G212600	Zm00001d038841	
Sobic.009G212700	Zm00001d038842	
Sobic.009G212800	Zm00001d038843	
Sobic.009G212900	Zm00001d038845	
Sobic.009G213000	Zm00001d038846	
Sobic.009G213100	Zm00001d038847	
Sobic.009G213150		
Sobic.009G213200		
Sobic.009G213300	Zm00001d038849	
Sobic.009G213400	Zm00001d038850	
Sobic.009G213500	Zm00001d038851	
Sobic.009G213600	Zm00001d038852	
Sobic.009G213700		
Sobic.009G213800	Zm00001d038853	Zm00001d009407
Sobic.009G213900	Zm00001d038854	Zm00001d009409
Sobic.009G213950	Zm00001d038855	
Sobic.009G214000	Zm00001d038856	Zm00001d009410
Sobic.009G214100	Zm00001d038857	
Sobic.009G214200	Zm00001d038859	Zm00001d009411
Sobic.009G214300	Zm00001d038860	
Sobic.009G214400		
Sobic.009G214500	Zm00001d038861	
Sobic.009G214600	Zm00001d038862	
Sobic.009G214700	Zm00001d038863	
Sobic.009G214800		
Sobic.009G214900	Zm00001d038864	Zm00001d009413
Sobic.009G215000		Zm00001d009415
Sobic.009G215100		Zm00001d009416
Sobic.009G215200	Zm00001d038865	Zm00001d009417
Sobic.009G215300		
Sobic.009G215350		
Sobic.009G215400	Zm00001d038866	Zm00001d009418
Sobic.009G215500	Zm00001d038868	Zm00001d009424
Sobic.009G215600		Zm00001d009425
Sobic.009G215700	Zm00001d038870	
Sobic.009G215800		
Sobic.009G215901		
Sobic.009G216000	Zm00001d038871	Zm00001d009426
Sobic.009G216050	Zm00001d038873	Zm00001d009429
Sobic.009G216100	Zm00001d038874	
Sobic.009G216200		
Sobic.009G216300	Zm00001d038875	
Sobic.009G216400	Zm00001d038876	
Sobic.009G216500		
Sobic.009G216600		
Sobic.009G216700	Zm00001d038877	Zm00001d009430
Sobic.009G216800		Zm00001d009431
Sobic.009G216900	Zm00001d038878	Zm00001d009435
Sobic.009G217000	Zm00001d038879	Zm00001d009436
Sobic.009G217100	Zm00001d038880	Zm00001d009439
Sobic.009G217200		
Sobic.009G217300	Zm00001d038881	Zm00001d009440
Sobic.009G217400	Zm00001d038882	
Sobic.009G217450		
Sobic.009G217500	Zm00001d038883	
Sobic.009G217600	Zm00001d038884	
Sobic.009G217700		
Sobic.009G217800		
Sobic.009G217900		Zm00001d009445
Sobic.009G218000	Zm00001d038886	Zm00001d009446
Sobic.009G218100	Zm00001d038887	
Sobic.009G218200	Zm00001d038889	
Sobic.009G218450		Zm00001d009448
Sobic.009G218700		Zm00001d009449
Sobic.009G218800	Zm00001d038890	Zm00001d009450
Sobic.009G218900	Zm00001d038891	
Sobic.009G219000	Zm00001d038892	Zm00001d009452
Sobic.009G219100	Zm00001d038894	
Sobic.009G219200		
Sobic.009G219300		
Sobic.009G219400	Zm00001d038896	
Sobic.009G219500	Zm00001d038897	
Sobic.009G219601		
Sobic.009G219700		
Sobic.009G219800	Zm00001d038901	Zm00001d009458
Sobic.009G219900	Zm00001d038903	
Sobic.009G220000	Zm00001d038904	
Sobic.009G220100	Zm00001d038905	Zm00001d009465
Sobic.009G220200	Zm00001d038905	Zm00001d009465
Sobic.009G220250		
Sobic.009G220300		
Sobic.009G220400		
Sobic.009G220500		
Sobic.009G220600		
Sobic.009G220700		
Sobic.009G220800		
Sobic.009G220900		
Sobic.009G220933		
Sobic.009G220966		
Sobic.009G221000		
Sobic.009G221200		
Sobic.009G221400	Zm00001d038907	Zm00001d009468
Sobic.009G221500	Zm00001d038908	
Sobic.009G221600	Zm00001d038909	
Sobic.009G221701		Zm00001d009469
Sobic.009G221800	Zm00001d038910	
Sobic.009G221900	Zm00001d038911	
Sobic.009G222000	Zm00001d038913	
Sobic.009G222100	Zm00001d038915	Zm00001d009473
Sobic.009G222200	Zm00001d038916	
Sobic.009G222400		Zm00001d009474
Sobic.009G222500	Zm00001d038917	
Sobic.009G222600	Zm00001d038918	Zm00001d009475
Sobic.009G222700	Zm00001d038919	
Sobic.009G222800	Zm00001d038920	
Sobic.009G222900		Zm00001d009476
Sobic.009G223000		
Sobic.009G223100	Zm00001d038921	
Sobic.009G223200	Zm00001d038922	
Sobic.009G223300	Zm00001d038923	Zm00001d009480
Sobic.009G223400	Zm00001d038924	
Sobic.009G223500	Zm00001d038925	Zm00001d009481
Sobic.009G223600		
Sobic.009G223700		
Sobic.009G223800		
Sobic.009G223900	Zm00001d038926	
Sobic.009G224000	Zm00001d038927	
Sobic.009G224100		Zm00001d009484
Sobic.009G224200		Zm00001d009487
Sobic.009G224300	Zm00001d038928	
Sobic.009G224400	Zm00001d038929	Zm00001d009488
Sobic.009G224500	Zm00001d038930	Zm00001d009490
Sobic.009G224600	Zm00001d038931	
Sobic.009G224700	Zm00001d038932	Zm00001d009493
Sobic.009G224800		Zm00001d009494
Sobic.009G224900	Zm00001d038933	Zm00001d009495
Sobic.009G225000		Zm00001d009496
Sobic.009G225100	Zm00001d038936	Zm00001d009497
Sobic.009G225200	Zm00001d038937	
Sobic.009G225250		
Sobic.009G225300		
Sobic.009G225500	Zm00001d038944	Zm00001d009500
Sobic.009G225600	Zm00001d038946	
Sobic.009G225700	Zm00001d038948	
Sobic.009G225800	Zm00001d038950	Zm00001d009501
Sobic.009G225900		
Sobic.009G226000		
Sobic.009G226100	Zm00001d038954	Zm00001d009503
Sobic.009G226200	Zm00001d038954	Zm00001d009503
Sobic.009G226250	Zm00001d038954	Zm00001d009503
Sobic.009G226300	Zm00001d038954	Zm00001d009503
Sobic.009G226400	Zm00001d038955	Zm00001d009504
Sobic.009G226600	Zm00001d038959	
Sobic.009G226700	Zm00001d038960	
Sobic.009G226800	Zm00001d038961	
Sobic.009G226900		Zm00001d009506
Sobic.009G227000	Zm00001d038963	Zm00001d009508
Sobic.009G227100	Zm00001d038964	
Sobic.009G227201	Zm00001d038965	
Sobic.009G227300	Zm00001d038965	
Sobic.009G227400		Zm00001d009509
Sobic.009G227500	Zm00001d038968	Zm00001d009510
Sobic.009G227600	Zm00001d038969	Zm00001d009510
Sobic.009G227650		
Sobic.009G227700	Zm00001d038970	
Sobic.009G227800	Zm00001d038971	
Sobic.009G227900		Zm00001d009511
Sobic.009G228000	Zm00001d038972	Zm00001d009513
Sobic.009G228100	Zm00001d038972	
Sobic.009G228201		
Sobic.009G228300	Zm00001d038973	Zm00001d009517
Sobic.009G228400	Zm00001d038974	
Sobic.009G228500	Zm00001d038975	Zm00001d009517
Sobic.009G228600	Zm00001d038976	
Sobic.009G228700	Zm00001d038978	Zm00001d009520
Sobic.009G228800		
Sobic.009G228900		Zm00001d009522
Sobic.009G229000		Zm00001d009525
Sobic.009G229100	Zm00001d038979	Zm00001d009530
Sobic.009G229200	Zm00001d038980	Zm00001d009532
Sobic.009G229300	Zm00001d038981	Zm00001d009539
Sobic.009G229400		
Sobic.009G229500		Zm00001d009540
Sobic.009G229600	Zm00001d038982	Zm00001d009541
Sobic.009G229700	Zm00001d038984	Zm00001d009543
Sobic.009G229800	Zm00001d038988	Zm00001d009548
Sobic.009G229900	Zm00001d038989	Zm00001d009549
Sobic.009G230000	Zm00001d038990	
Sobic.009G230100	Zm00001d038991	
Sobic.009G230200	Zm00001d038992	
Sobic.009G230300		
Sobic.009G230400		
Sobic.009G230500		
Sobic.009G230600	Zm00001d038993	
Sobic.009G230700	Zm00001d038994	
Sobic.009G230800	Zm00001d038996	
Sobic.009G230900	Zm00001d038997	
Sobic.009G231000		Zm00001d009553
Sobic.009G231100		Zm00001d009554
Sobic.009G231200	Zm00001d038998	Zm00001d009555
Sobic.009G231300	Zm00001d038999	
Sobic.009G231400	Zm00001d039000	Zm00001d009556
Sobic.009G231500		Zm00001d009557
Sobic.009G231600	Zm00001d039004	
Sobic.009G231700	Zm00001d039005	Zm00001d009564
Sobic.009G231800	Zm00001d039006	
Sobic.009G231900	Zm00001d039007	
Sobic.009G232000		
Sobic.009G232100		Zm00001d009566
Sobic.009G232200	Zm00001d039010	Zm00001d009567
Sobic.009G232266	Zm00001d039011	Zm00001d009568
Sobic.009G232332		
Sobic.009G232400	Zm00001d039012	
Sobic.009G232500	Zm00001d039013	
Sobic.009G232700	Zm00001d039014	Zm00001d009570
Sobic.009G232800	Zm00001d039015	Zm00001d009571
Sobic.009G232900	Zm00001d039016	Zm00001d009572
Sobic.009G233000	Zm00001d039017	
Sobic.009G233100	Zm00001d039019	Zm00001d009573
Sobic.009G233200		
Sobic.009G233300	Zm00001d039020	Zm00001d009578
Sobic.009G233400	Zm00001d039020	Zm00001d009579
Sobic.009G233500	Zm00001d039021	
Sobic.009G233600	Zm00001d039026	
Sobic.009G233700		Zm00001d009580
Sobic.009G233800	Zm00001d039029	
Sobic.009G233900		Zm00001d009582
Sobic.009G234000	Zm00001d039031	Zm00001d009583
Sobic.009G234100	Zm00001d039032	
Sobic.009G234200	Zm00001d039036	
Sobic.009G234300	Zm00001d039037	Zm00001d009587
Sobic.009G234400	Zm00001d039038	
Sobic.009G234500	Zm00001d039039	
Sobic.009G234600	Zm00001d039040	Zm00001d009589
Sobic.009G234700	Zm00001d039041	Zm00001d009591
Sobic.009G234800	Zm00001d039043	Zm00001d009594
Sobic.009G234900	Zm00001d039044	Zm00001d009595
Sobic.009G235000	Zm00001d039046	
Sobic.009G235100		Zm00001d009596
Sobic.009G235200	Zm00001d039047	Zm00001d009597
Sobic.009G235300	Zm00001d039050	
Sobic.009G235400		
Sobic.009G235500	Zm00001d039049	Zm00001d009599
Sobic.009G235600	Zm00001d039051	Zm00001d009605
Sobic.009G235700	Zm00001d039051	Zm00001d009605
Sobic.009G235801		
Sobic.009G235900	Zm00001d039051	Zm00001d009605
Sobic.009G236000		Zm00001d009604
Sobic.009G236100	Zm00001d039053	Zm00001d009608
Sobic.009G236150		
Sobic.009G236200		
Sobic.009G236300		
Sobic.009G236400		
Sobic.009G236500	Zm00001d039055	
Sobic.009G236600	Zm00001d039056	Zm00001d009611
Sobic.009G236700	Zm00001d039057	
Sobic.009G236800	Zm00001d039058	Zm00001d009612
Sobic.009G236900		
Sobic.009G236950		
Sobic.009G237000	Zm00001d039059	Zm00001d009613
Sobic.009G237100	Zm00001d039061	
Sobic.009G237200		
Sobic.009G237300		
Sobic.009G237350		
Sobic.009G237400	Zm00001d039062	
Sobic.009G237500	Zm00001d039064	
Sobic.009G237600	Zm00001d039065	
Sobic.009G237700	Zm00001d039066	
Sobic.009G237800	Zm00001d039070	
Sobic.009G237900	Zm00001d039071	
Sobic.009G238000	Zm00001d039072	Zm00001d009617
Sobic.009G238100		Zm00001d009618
Sobic.009G238200		Zm00001d009619
Sobic.009G238300	Zm00001d039076	
Sobic.009G238500	Zm00001d039077	Zm00001d009622
Sobic.009G238600		Zm00001d009626
Sobic.009G238650		
Sobic.009G238700	Zm00001d039078	
Sobic.009G238800		Zm00001d009627
Sobic.009G238850		
Sobic.009G238900	Zm00001d039079	
Sobic.009G239000	Zm00001d039080	Zm00001d009628
Sobic.009G239101		
Sobic.009G239200		
Sobic.009G239250		
Sobic.009G239301	Zm00001d039081	Zm00001d009631
Sobic.009G239351		
Sobic.009G239400		
Sobic.009G239500	Zm00001d039081	Zm00001d009631
Sobic.009G239600		Zm00001d009636
Sobic.009G239700	Zm00001d039082	Zm00001d009637
Sobic.009G239800	Zm00001d039083	
Sobic.009G239900	Zm00001d039084	Zm00001d009638
Sobic.009G240000	Zm00001d039085	
Sobic.009G240100		
Sobic.009G240200		
Sobic.009G240300	Zm00001d039086	
Sobic.009G240400	Zm00001d039090	
Sobic.009G240500	Zm00001d039087	Zm00001d009639
Sobic.009G240600	Zm00001d039088	Zm00001d009639
Sobic.009G240700	Zm00001d039089	Zm00001d009640
Sobic.009G240900	Zm00001d039091	
Sobic.009G241000	Zm00001d039094	
Sobic.009G241100		Zm00001d009645
Sobic.009G241200	Zm00001d039096	
Sobic.009G241300	Zm00001d039098	
Sobic.009G241400	Zm00001d039099	
Sobic.009G241500	Zm00001d039100	
Sobic.009G241600	Zm00001d039101	
Sobic.009G241700	Zm00001d039102	
Sobic.009G241801	Zm00001d039103	Zm00001d009647
Sobic.009G241900		Zm00001d009648
Sobic.009G241966		
Sobic.009G242032		
Sobic.009G242100	Zm00001d039104	Zm00001d009649
Sobic.009G242200	Zm00001d039105	
Sobic.009G242250		
Sobic.009G242300		Zm00001d009653
Sobic.009G242400	Zm00001d039106	
Sobic.009G242501	Zm00001d039108	Zm00001d009650
Sobic.009G242600	Zm00001d039109	Zm00001d009658
Sobic.009G242700	Zm00001d039110	
Sobic.009G242800		Zm00001d009660
Sobic.009G242900		Zm00001d009661
Sobic.009G243000		
Sobic.009G243100	Zm00001d039111	
Sobic.009G243200	Zm00001d039112	
Sobic.009G243400		Zm00001d009666
Sobic.009G243500		Zm00001d009667
Sobic.009G243600	Zm00001d039113	Zm00001d009668
Sobic.009G243800		Zm00001d009669
Sobic.009G243900	Zm00001d039115	Zm00001d009673
Sobic.009G244000	Zm00001d039116	
Sobic.009G244100		
Sobic.009G244200	Zm00001d039116	Zm00001d009674
Sobic.009G244300	Zm00001d039118	
Sobic.009G244450		
Sobic.009G244600	Zm00001d039119	
Sobic.009G244650		
Sobic.009G244700	Zm00001d039120	
Sobic.009G244800	Zm00001d039121	
Sobic.009G244900		
Sobic.009G245000	Zm00001d039131	
Sobic.009G245101		
Sobic.009G245200		
Sobic.009G245300		
Sobic.009G245400	Zm00001d039133	
Sobic.009G245500		
Sobic.009G245600		Zm00001d009677
Sobic.009G245650		
Sobic.009G245700	Zm00001d039135	
Sobic.009G245750		
Sobic.009G245800	Zm00001d039138	Zm00001d009683
Sobic.009G245900		
Sobic.009G246000		
Sobic.009G246100	Zm00001d039139	Zm00001d009686
Sobic.009G246200	Zm00001d039140	Zm00001d009687
Sobic.009G246250		
Sobic.009G246300	Zm00001d039141	Zm00001d009688
Sobic.009G246400	Zm00001d039142	
Sobic.009G246500		Zm00001d009690
Sobic.009G246600		
Sobic.009G246700	Zm00001d039144	Zm00001d009693
Sobic.009G246800		Zm00001d009694
Sobic.009G246950	Zm00001d039145	Zm00001d009695
Sobic.009G247100	Zm00001d039146	
Sobic.009G247200		
Sobic.009G247300		
Sobic.009G247400	Zm00001d039147	
Sobic.009G247500		
Sobic.009G247601		
Sobic.009G247700		Zm00001d009698
Sobic.009G247900		Zm00001d009700
Sobic.009G248000	Zm00001d039148	
Sobic.009G248100		Zm00001d009701
Sobic.009G248200		
Sobic.009G248300		Zm00001d009702
Sobic.009G248500	Zm00001d039150	Zm00001d009705
Sobic.009G248600	Zm00001d039150	Zm00001d009705
Sobic.009G248700	Zm00001d039150	Zm00001d009706
Sobic.009G248801		
Sobic.009G248900		Zm00001d009707
Sobic.009G249000		Zm00001d009708
Sobic.009G249100		Zm00001d009709
Sobic.009G249200		
Sobic.009G249301		
Sobic.009G249400		Zm00001d009710
Sobic.009G249500	Zm00001d039200	Zm00001d009711
Sobic.009G249600	Zm00001d039197	
Sobic.009G249700	Zm00001d039196	
Sobic.009G249800		
Sobic.009G249900		Zm00001d009714
Sobic.009G250000		Zm00001d009715
Sobic.009G250100		Zm00001d009716
Sobic.009G250200		
Sobic.009G250300	Zm00001d039195	
Sobic.009G250400	Zm00001d039194	
Sobic.009G250500		Zm00001d009718
Sobic.009G250600		
Sobic.009G250700	Zm00001d039193	
Sobic.009G250800		Zm00001d009717
Sobic.009G250900	Zm00001d039192	Zm00001d009719
Sobic.009G251000		Zm00001d009723
Sobic.009G251100		Zm00001d009724
Sobic.009G251200		
Sobic.009G251300	Zm00001d039190	
Sobic.009G251400		Zm00001d009726
Sobic.009G251500	Zm00001d039189	
Sobic.009G251600		Zm00001d009727
Sobic.009G251700		Zm00001d009728
Sobic.009G251800	Zm00001d039188	
Sobic.009G252000		
Sobic.009G252100		
Sobic.009G252200		Zm00001d009729
Sobic.009G252300	Zm00001d039185	Zm00001d009731
Sobic.009G252400	Zm00001d039184	Zm00001d009734
Sobic.009G252500	Zm00001d039183	Zm00001d009734
Sobic.009G252600	Zm00001d039183	Zm00001d009734
Sobic.009G252700		
Sobic.009G252800	Zm00001d039182	
Sobic.009G253000	Zm00001d039181	
Sobic.009G253101		Zm00001d009735
Sobic.009G253200	Zm00001d039181	
Sobic.009G253300		
Sobic.009G253400		Zm00001d009740
Sobic.009G253450		
Sobic.009G253500		
Sobic.009G253600		Zm00001d009733
Sobic.009G253700		Zm00001d009741
Sobic.009G253800		
Sobic.009G253900		
Sobic.009G253950		
Sobic.009G254000	Zm00001d039180	
Sobic.009G254100		
Sobic.009G254200	Zm00001d039179	Zm00001d009743
Sobic.009G254400	Zm00001d039177	
Sobic.009G254500	Zm00001d039176	
Sobic.009G254600	Zm00001d039175	
Sobic.009G254700	Zm00001d039175	
Sobic.009G254800		
Sobic.009G254900	Zm00001d039174	
Sobic.009G255000		
Sobic.009G255100	Zm00001d039173	
Sobic.009G255200	Zm00001d039169	
Sobic.009G255300	Zm00001d039167	
Sobic.009G255400		
Sobic.009G255500	Zm00001d039166	
Sobic.009G255600	Zm00001d039165	Zm00001d009745
Sobic.009G255700		
Sobic.009G255800		Zm00001d009749
Sobic.009G255900	Zm00001d039163	Zm00001d009747
Sobic.009G256000	Zm00001d039157	
Sobic.009G256100		
Sobic.009G256200	Zm00001d039158	
Sobic.009G256300		Zm00001d009750
Sobic.009G256400	Zm00001d039160	
Sobic.009G256500		Zm00001d009753
Sobic.009G256601		
Sobic.009G256700		
Sobic.009G256800		
Sobic.009G256900		
Sobic.009G257000		
Sobic.009G257100		Zm00001d009755
Sobic.009G257200	Zm00001d039162	Zm00001d009756
Sobic.009G257300	Zm00001d039156	
Sobic.009G257400		Zm00001d009759
Sobic.009G257500	Zm00001d039155	Zm00001d009760
Sobic.009G257600		Zm00001d009761
Sobic.009G257700		Zm00001d009762
Sobic.009G257800		Zm00001d009763
Sobic.009G257900		Zm00001d009765
Sobic.009G258000		
Sobic.009G258100		Zm00001d009771
Sobic.009G258150		
Sobic.009G258200		
Sobic.009G258300		
Sobic.009G258400	Zm00001d039154	
Sobic.009G258500	Zm00001d039211	
Sobic.009G258600		
Sobic.009G258700	Zm00001d039212	Zm00001d009772
Sobic.009G258800		
Sobic.009G258900		
Sobic.009G259100	Zm00001d039222	Zm00001d009773
Sobic.009G259200	Zm00001d039221	Zm00001d009774
Sobic.009G259300		
Sobic.009G259400	Zm00001d039219	
Sobic.009G259500	Zm00001d039218	
Sobic.009G259600	Zm00001d039217	Zm00001d009775
Sobic.009G259700		Zm00001d009776
Sobic.009G259800	Zm00001d039216	Zm00001d009777
Sobic.009G259900	Zm00001d039214	
Sobic.009G260000	Zm00001d039213	
Sobic.009G260200		Zm00001d009778
Sobic.009G260350		
Sobic.009G260500		
Sobic.009G260550		
Sobic.009G260600		
Sobic.009G260650		
Sobic.009G260700		
Sobic.009G260800		
Sobic.009G260900	Zm00001d039224	
Sobic.010G000100	Zm00001d045617	
Sobic.010G000200		
Sobic.010G000300	Zm00001d045618	
Sobic.010G000401		
Sobic.010G000500	Zm00001d045620	Zm00001d035859
Sobic.010G000600	Zm00001d045621	
Sobic.010G000700	Zm00001d045625	
Sobic.010G000800	Zm00001d045629	Zm00001d035862
Sobic.010G000900	Zm00001d045632	
Sobic.010G001000		
Sobic.010G001100	Zm00001d045635	
Sobic.010G001200	Zm00001d045636	
Sobic.010G001300		Zm00001d035865
Sobic.010G001400		Zm00001d035865
Sobic.010G001500	Zm00001d045611	Zm00001d035869
Sobic.010G001600	Zm00001d045610	
Sobic.010G001700		Zm00001d035871
Sobic.010G001800	Zm00001d045607	Zm00001d035872
Sobic.010G001900	Zm00001d045606	
Sobic.010G002000	Zm00001d045605	
Sobic.010G002100	Zm00001d045603	
Sobic.010G002201		
Sobic.010G002301		
Sobic.010G002400		Zm00001d035874
Sobic.010G002500		Zm00001d035875
Sobic.010G002600		Zm00001d035876
Sobic.010G002700		Zm00001d035878
Sobic.010G002800		Zm00001d035881
Sobic.010G002850		
Sobic.010G002900	Zm00001d045600	
Sobic.010G003000		
Sobic.010G003100	Zm00001d045599	
Sobic.010G003200	Zm00001d045597	Zm00001d035887
Sobic.010G003300	Zm00001d045596	
Sobic.010G003400	Zm00001d045590	
Sobic.010G003600		Zm00001d035888
Sobic.010G003700	Zm00001d045589	
Sobic.010G003800		
Sobic.010G003900	Zm00001d045583	
Sobic.010G004001		
Sobic.010G004100		Zm00001d035889
Sobic.010G004200	Zm00001d045582	
Sobic.010G004300	Zm00001d045581	
Sobic.010G004400		Zm00001d035898
Sobic.010G004500		
Sobic.010G004600		
Sobic.010G004701		
Sobic.010G004800		
Sobic.010G004900		
Sobic.010G005000		Zm00001d035899
Sobic.010G005100	Zm00001d045580	
Sobic.010G005200	Zm00001d045579	
Sobic.010G005300	Zm00001d045578	Zm00001d035901
Sobic.010G005401	Zm00001d045576	
Sobic.010G005500	Zm00001d045575	
Sobic.010G005600	Zm00001d045574	
Sobic.010G005700		
Sobic.010G005900	Zm00001d045572	
Sobic.010G006000		Zm00001d035903
Sobic.010G006100		Zm00001d035903
Sobic.010G006200	Zm00001d045571	
Sobic.010G006300		Zm00001d035907
